id;btag;accountid;catid;partnerid;amount;memo;transferid;isUmbuchung
46442;2021-06-08;46;1000;254;-9280;;;0
46443;2021-06-05;46;10025;254;-3398;T-Shirts Alex;46442;0
46444;2021-06-05;46;11065;254;-399;Autan;46442;0
46445;2021-06-05;46;10036;254;-5483;Unkrautentferner elektrisch;46442;0
46446;2021-06-07;2;11046;517;-6890; Abo 4025684897 SPIEGEL Gesamtbetrag EUR 68,90 incl. 7,00 MWST EUR 4,51 ;;0
46447;2021-06-07;2;10036;1912;-12000; Rechnung 202-RFR-06.37 vom 07.06.20 21 ;;0
46448;2021-06-10;2;10035;1791;-1819;Restzahlung 2020;;0
46449;2021-06-08;26;2001;1719;12500;;;0
46450;2021-06-08;26;10015;1719;-190;;46449;0
46451;2021-06-08;26;19;1719;12690;;46449;0
46452;2021-06-10;2;10031;1842;-3800;Gas;;0
46453;2021-06-11;46;10028;416;-8154;;;0
46454;2021-06-11;46;10028;557;-13780;;;0
46455;2021-06-10;27;2108;1568;764240;;;0
46456;2021-06-10;27;2500;1568;-141099;;46455;0
46457;2021-06-10;27;7;1568;-623141;;46455;0
46464;2021-06-15;2;10032;1361;-5000;Wasser;;0
46465;2021-06-15;2;10035;1791;-6400;Abschlag Strom;;0
46478;2021-06-10;26;2108;1719;18440;;;0
46479;2021-06-10;26;2500;1719;-3404;;46478;0
46480;2021-06-10;26;19;1719;-15036;;46478;0
46481;2021-06-10;27;2108;1719;264640;;;0
46482;2021-06-10;27;2500;1719;-48860;;46481;0
46483;2021-06-10;27;7;1719;-215780;;46481;0
46484;2021-06-10;7;19;122;-520420;;;0
46485;2021-06-15;27;2050;1947;-987350;;;0
46486;2021-06-15;27;2201;1947;-21700;;46485;0
46487;2021-06-15;27;10015;1947;-390;;46485;0
46488;2021-06-15;27;2500;1947;5929;;46485;0
46489;2021-06-15;27;7;1947;-992889;;46485;0
46490;2021-06-17;46;10028;416;-3035;;;0
46491;2021-06-21;2;10028;1952;-7800; GETRAENKEMARKT STOLTEN>HE DE        2021-06-18T10:49:43                 ;;0
46492;2021-06-21;2;11105;244;-5250;ÜBERTRAG/ÜBERWEISUNG       391806560 53,46;;0
46493;2021-06-22;11;11065;1617;-2913;Ulli Antibiotika ;;0
46494;2021-06-24;46;10028;416;-5897;;;0
46495;2021-06-24;46;10028;1956;-6190;;;0
46496;2021-06-25;46;11036;1957;-6561;;;0
46497;2021-06-28;2;11;122;-171000;;;0
46498;2021-06-28;2;11020;249;-3995;;;0
46499;2021-07-01;2;10029;1348;-105000;Miete ;;0
46500;2021-07-01;2;11108;1348;-9000;Nebenkostenvorauszahlung;;0
46501;2021-07-01;43;11103;1234;-63584;;;0
46502;2021-07-01;11;10050;1144;-52990;EREF+0408418900000017082675100000002 MREF+0001747993 CRED+DE54DBK00000054093 SVWZ+4084189.0 KRANKEN 4 36,95  ;;0
46503;2021-07-01;2;10050;837;-42521;LASTSCHRIFT / BELASTUNG KV326248202   01.01.2019 -  31.01.20 19 409,66 END-TO-END-REF.: 269190101R000501KV326248202 CORE / MANDATSREF.: MDEM161856760343 GLÄUBIGER-ID: DE95ZZZ00000012130 Ref. GR21836172318309/9056 ;;0
46504;2021-07-01;46;10028;1956;-2162;;;0
46505;2021-07-01;46;10028;416;-4534;;;0
46506;2021-07-01;46;10028;1956;-4567;;;0
46507;2021-07-02;46;10028;416;-627;;;0
46510;2021-07-06;46;11019;565;-2000;;;0
46511;2021-07-08;46;2;122;85816;;;0
46512;2021-07-09;2;11;122;100000;;;0
46513;2021-07-08;2;10028;1952;-10370; GETRAENKEMARKT STOLTEN>HE DE        2021-07-07T10:12:08                 ;;0
46514;2021-07-08;46;10025;254;-5308;Neopren Alex;;0
46515;2021-07-08;46;10028;557;-8111;;;0
46516;2021-07-08;2;11076;1387;-5595; 91008548048 Terrier Parson Jack Rus sell Terri 08.07.2021 ;;0
46520;2021-07-12;2;10031;1842;-3800;Gas;;0
46521;2021-07-09;2;10036;1958;3595;Verkauf GLORIA Thermoflamm BIO Fix ;;0
46522;2021-07-05;26;2001;1719;12500;;;0
46523;2021-07-05;26;10015;1719;-190;;46522;0
46524;2021-07-05;26;19;1719;12690;;46522;0
46525;2021-07-15;2;10032;1361;-5000;Wasser;;0
46526;2021-07-15;2;10035;1791;-6400;Abschlag Strom;;0
46527;2021-07-13;11;10028;350;-7582;;;0
46528;2021-07-15;46;10028;416;-4018;;;0
46529;2021-07-15;11;10028;218;-3719;;;0
46530;2021-07-17;46;10022;254;-16999;Samsung Buds Pro Alex;;0
46531;2021-07-21;46;10036;254;-1198;Grillbürste, Gartenschere;;0
46532;2021-07-22;46;10028;416;-2515;;;0
46533;2021-07-22;46;10028;557;-6821;;;0
46534;2021-07-22;2;11012;837;101888; BRE 2020 K V326248202 ;;0
46535;2021-07-23;11;11076;1939;-4850;;;0
46536;2021-07-26;2;11;122;-171000;;;0
46537;2021-07-26;2;11055;1960;-34900;Wing foil Kurs;;0
46539;2021-07-27;2;11020;249;-3995;;;0
46540;2021-07-27;11;11076;1962;-2732;Hundeleine ;;0
46541;2021-07-26;11;11062;1844;-4039;Ulli Arzt;;0
46542;2021-07-29;46;10028;416;-4133;;;0
46543;2021-07-29;46;10028;554;-5061;;;0
46560;2021-07-29;11;10009;160;-50000;;;0
46565;2021-07-31;27;2050;1933;-1095040;;;0
46566;2021-07-31;27;2200;1933;82550;;46565;0
46567;2021-07-31;27;2500;1933;-21773;;46565;0
46568;2021-07-31;27;7;1933;-1073267;;46565;0
46569;2021-07-13;27;2050;1934;-1041900;;;0
46570;2021-07-13;27;2200;1934;6510;;46569;0
46571;2021-07-13;27;2500;1934;-1716;;46569;0
46572;2021-07-13;27;7;1934;-1040184;;46569;0
46573;2021-07-13;27;2050;1948;-752500;;;0
46574;2021-07-13;27;2201;1948;-38500;;46573;0
46575;2021-07-13;27;2500;1948;10258;;46573;0
46576;2021-07-13;27;7;1948;-762758;;46573;0
46577;2021-08-02;2;10029;1348;-105000;Miete ;;0
46578;2021-08-02;2;11108;1348;-9000;Nebenkostenvorauszahlung;;0
46580;2021-08-01;43;11103;1234;-63584;;;0
46581;2021-08-01;11;10050;1144;-52990;EREF+0408418900000017082675100000002 MREF+0001747993 CRED+DE54DBK00000054093 SVWZ+4084189.0 KRANKEN 4 36,95  ;;0
46582;2021-08-02;2;10050;837;-42521;LASTSCHRIFT / BELASTUNG KV326248202   01.01.2019 -  31.01.20 19 409,66 END-TO-END-REF.: 269190101R000501KV326248202 CORE / MANDATSREF.: MDEM161856760343 GLÄUBIGER-ID: DE95ZZZ00000012130 Ref. GR21836172318309/9056 ;;0
46583;2021-08-02;11;11076;1962;-1689;Leine;;0
46585;2021-07-30;46;10036;1961;-4135;Kühlschrank  Dichtung ;;0
46586;2021-08-02;2;7;122;687599;IBAN: DE65200411550283404240 BLZ/BIC: COBADEHD055  ;;0
46587;2021-08-03;2;10036;1912;-12000;Fensterputzer ;;0
46588;2021-08-05;46;10028;1956;-4558;;;0
46589;2021-08-05;46;10028;416;-7406;;;0
46590;2021-08-05;2;10028;1952;-9130; GETRAENKEMARKT STOLTEN>HE DE        2021-08-04T10:13:19                 ;;0
46591;2021-08-10;46;2;122;60926;;;0
46592;2021-08-10;2;11;122;100000;;;0
46593;2021-08-08;7;1000;1799;0;;;0
46594;2021-08-08;7;10036;1799;-7000;Heckenschnitt;46593;0
46595;2021-08-08;7;10009;1799;7000;;46593;0
46596;2021-06-24;7;1000;1501;0;;;0
46597;2021-06-24;7;10028;1501;-7500;;46596;0
46598;2021-06-24;7;10009;1501;7500;;46596;0
46599;2021-08-09;11;19;122;72541;;;0
46600;2021-08-10;2;10031;1842;-3800; ABPlan60100603849, VK200500386906, Gas 38.00 EUR, Im Apfelgarten 24, D ahme 23747 ;;0
46601;2021-08-10;2;1000;1960;-44700; RF03-9544-1472-9397 ;;0
46602;2021-08-10;2;11055;1960;-14900; RF03-9544-1472-9397 ;46601;0
46603;2021-08-10;2;11055;1960;-29800;Anteil Robert;46601;0
46604;2021-08-12;46;10028;416;-4194;;;0
46605;2021-08-12;46;10028;557;-4984;;;0
46607;2021-08-13;2;10028;1716;-1352; KAUFHAUS H. C. PUCK>DAHME DE        2021-08-12T15:06:08                 ;;0
46608;2021-08-13;2;10034;1964;-7399; 52536300 / Hausrat Beitrag 03.08.21 Hinweise zum Datenschutz auf haftp flichtkasse.de ;;0
46609;2021-08-16;2;10032;1361;-5000;Wasser;;0
46610;2021-08-16;2;11076;1377;-2500;HUNDESTEUER;;0
46611;2021-08-16;2;10035;1791;-6400;Abschlag Strom;;0
46612;2021-08-12;7;1000;454;0;Motorbootcharter Robert und Kinder;;0
46613;2021-08-15;7;10022;454;-17000;Motorbootcharter Robert und Kinder;46612;0
46614;2021-08-15;7;10009;454;17000;;46612;0
46615;2021-08-14;7;1000;1501;0;;;0
46616;2021-08-15;7;10028;1501;-12200;;46615;0
46617;2021-08-15;7;10009;1501;12200;;46615;0
46618;2021-08-17;46;10028;416;-4745;;;0
46619;2021-08-17;46;10028;1965;-5516;;;0
46620;2021-08-17;2;11055;1709;35800; Wing Foil Kurs Anteil Robert;;0
46621;2021-08-21;46;10028;1965;-1559;;;0
46622;2021-08-21;46;10028;416;-5290;;;0
46623;2021-08-18;11;11076;1900;-15398;;;0
46624;2021-08-23;11;11076;1900;-8530;;;0
46625;2021-08-25;46;10028;416;-1809;;;0
46626;2021-08-26;46;10028;1956;-5236;;;0
46627;2021-08-25;46;10028;557;-10781;;;0
46628;2021-08-26;2;11;122;-171000;;;0
46629;2021-08-29;46;10037;1834;-155;Rücksendung Ulli;;0
46630;2021-08-27;46;10025;254;-15990;Winterjacke Ulli;;0
46631;2021-08-27;46;1000;254;-34574;;;0
46632;2021-08-27;2;11020;249;-3995;;;0
46633;2021-08-29;46;11019;565;-2500;;;0
46634;2021-09-01;2;10029;1348;-105000;Miete ;;0
46635;2021-09-01;2;11108;1348;-9000;Nebenkostenvorauszahlung;;0
46636;2021-09-01;43;11103;1234;-63584;;;0
46637;2021-09-01;11;10050;1144;-52990;EREF+0408418900000017082675100000002 MREF+0001747993 CRED+DE54DBK00000054093 SVWZ+4084189.0 KRANKEN 4 36,95  ;;0
46638;2021-09-01;2;10050;837;-42521;LASTSCHRIFT / BELASTUNG KV326248202   01.01.2019 -  31.01.20 19 409,66 END-TO-END-REF.: 269190101R000501KV326248202 CORE / MANDATSREF.: MDEM161856760343 GLÄUBIGER-ID: DE95ZZZ00000012130 Ref. GR21836172318309/9056 ;;0
46639;2021-09-03;46;11036;1516;-6374;;;0
46640;2021-09-02;46;10028;416;-9039;;;0
46641;2021-09-02;46;10028;1956;-10162;;;0
46642;2021-08-27;46;10025;254;-22410;Ulli Winterjacke, BH, Hausschuhe;46631;0
46643;2021-08-27;46;10036;254;-12164;Dünger, Rasensamen, Kühlpads;46631;0
46644;2021-08-31;46;10025;1968;1230;Erstattung BH Ulli;;0
46645;2021-09-05;46;10025;254;-1980;BH Ulli;;0
46646;2021-09-02;2;10028;1952;-5850; Getränkemarkt Stoltenberg//HERINGSD 2021-09-01T10:44:46 KFN 0 VJ 2412 ;;0
46647;2021-09-03;2;11046;517;-6890; Abo 4025684897 SPIEGEL Gesamtbetrag EUR 68,90 incl. 7,00 MWST EUR 4,51 ;;0
46648;2021-09-08;46;2;122;108067;;;0
46649;2021-09-09;2;11;122;100000;;;0
46650;2021-09-09;46;10028;1956;-3828;;;0
46651;2021-09-09;46;10028;416;-4297;;;0
46652;2021-09-08;46;10025;254;15990;Erstattung Winterjacke Ulli ;;0
46653;2021-09-10;27;2108;1568;279600;;;0
46654;2021-09-10;27;2500;1568;-51622;;46653;0
46655;2021-09-10;27;7;1568;-227978;;46653;0
46656;2021-09-10;27;2108;1719;212394;;;0
46657;2021-09-10;27;2500;1719;-39213;;46656;0
46658;2021-09-10;27;7;1719;-173181;;46656;0
46659;2021-09-10;7;19;122;-261682;;;0
46660;2021-09-10;2;10031;1842;-3800;Gas;;0
46661;2021-09-12;7;1000;1501;0;;;0
46662;2021-09-12;7;10028;1501;-8500;;46661;0
46663;2021-09-12;7;10009;1501;8500;;46661;0
46664;2021-09-13;2;11020;393;-3600;Internet;;0
46665;2021-09-15;2;10032;1361;-5000;Wasser;;0
46666;2021-09-15;2;10035;1791;-6400;Abschlag Strom;;0
46668;2021-09-16;46;10028;416;-3077;;;0
46669;2021-09-16;46;10028;1956;-6065;;;0
46670;2021-09-17;11;11076;1939;-3574;;;0
46672;2021-09-20;2;11105;244;-5208; 391806560 52,50 ;;0
46673;2021-09-22;11;11076;1064;-1242;Augentropfen ;;0
46674;2021-09-23;46;10028;557;-6545;;;0
46675;2021-09-23;46;10028;554;-7356;;;0
46676;2021-09-23;46;10028;416;-12774;;;0
46677;2021-09-16;11;11065;1970;-3701;Ulli;;0
46678;2021-09-22;11;10009;160;-60000;;;0
46679;2021-09-22;11;19;122;32000;;;0
46680;2021-09-23;2;10028;1952;-5230; Getränkemarkt Stoltenberg//HERINGSD 2021-09-22T10:35:19 KFN 0 VJ 2412 ;;0
46684;2021-09-25;7;1000;1799;-20000;;;0
46685;2021-09-25;7;10036;1799;-6250;Regeneriersalz;46684;0
46686;2021-09-25;7;10036;1799;-13750;Heckenschnitt;46684;0
46687;2021-09-25;7;10009;160;20000;Bar bezahlt ;;0
46688;2021-09-27;2;11;122;-171000;;;0
46689;2021-09-27;2;11020;249;-3995;;;0
46690;2021-09-28;11;10031;1971;-36000;Holzlieferung;;0
46691;2003-01-01;2;9000;1;41887;;;0
46692;2021-09-29;2;10025;1972;22000; Verkauf Meindl Stiefel Ull;;0
46693;2021-10-01;46;10028;416;-5697;;;0
46694;2021-10-01;46;10028;557;-7418;;;0
46695;2021-10-01;2;10029;1348;-105000;Miete ;;0
46696;2021-10-01;2;11108;1348;-9000;Nebenkostenvorauszahlung;;0
46697;2021-10-01;43;11103;1234;-63584;;;0
46698;2021-10-01;11;10050;1144;-52990;EREF+0408418900000017082675100000002 MREF+0001747993 CRED+DE54DBK00000054093 SVWZ+4084189.0 KRANKEN 4 36,95  ;;0
46699;2021-10-01;2;10050;837;-42521;LASTSCHRIFT / BELASTUNG KV326248202   01.01.2019 -  31.01.20 19 409,66 END-TO-END-REF.: 269190101R000501KV326248202 CORE / MANDATSREF.: MDEM161856760343 GLÄUBIGER-ID: DE95ZZZ00000012130 Ref. GR21836172318309/9056 ;;0
46700;2021-10-01;7;19;122;-1639477;;;0
46702;2021-10-08;46;2;122;68622;;;0
46703;2021-10-11;2;11;122;100000;;;0
46704;2021-10-07;11;10028;350;-3020;;;0
46705;2021-10-07;11;10022;1899;-1900;;;0
46706;2021-10-08;11;10028;218;-1174;;;0
46707;2021-10-08;11;19;122;24000;;;0
46708;2021-10-09;46;11049;1973;-14250;Ferienwohnung Sehnde mit Robert;;0
46711;2021-10-05;2;11076;1859;-3379; Bitiba Re. 217879646 ;;0
46712;2021-10-15;2;10032;1361;-5000;Wasser;;0
46713;2021-10-15;2;10035;1791;-6400;Abschlag Strom;;0
46714;2021-10-13;46;10025;254;-14550;Ulli Jeans Hausschuhe;;0
46715;2021-10-12;46;10025;254;-31531;Diverses Alex Ulli;;0
46716;2021-10-13;2;10030;1912;-12000;Fensterreinigung;;0
46717;2021-10-14;46;10028;554;-1085;;;0
46718;2021-10-14;46;10028;557;-4474;;;0
46719;2021-10-14;46;10028;416;-5894;;;0
46720;2021-10-16;46;10028;1979;-1167;;;0
46721;2021-10-17;46;11036;1978;-6254;;;0
46722;2021-10-21;46;10028;557;-6681;;;0
46723;2021-10-21;46;10028;557;-8177;;;0
46724;2021-10-14;2;10036;1980;-27602; Rg. 407895 vom 11.10.2021 Wartung Wasserenthärter;;0
46725;2021-10-18;2;11054;1981;-5590; Restaurant Zeus GIR 69035925//SEHND 2021-10-16T19:30:21 KFN 0 VJ 2412 ;;0
46726;2021-10-22;2;11062;1844;-33801; Rg. 19926 vom 22.09.2021 ;;0
46727;2021-10-26;2;11;122;-171000;;;0
46728;2021-10-22;2;7;122;500000;;;0
46729;2021-10-26;2;11020;249;-3995;;;0
46734;2021-10-22;27;2001;1982;1995595;;;0
46735;2021-10-22;27;10015;1982;-390;;46734;0
46736;2021-10-22;27;7;1982;1995985;;46734;0
46737;2021-10-27;2;10031;1842;-10000; ABPlan6700068178, VK200500386906, G as 100.00 EUR, Im Apfelgarten 24, D ahme 23747 ;;0
46738;2021-10-27;2;10031;1842;-43588; RgNr110000679955, VK200500386906, I m Apfelgarten 24, Dahme 23747 ;;0
46739;2021-10-28;46;10028;554;-1896;;;0
46740;2021-10-28;46;10028;416;-11299;;;0
46741;2021-10-29;11;11062;1820;-3017;Ulli Laborkosten;;0
46742;2021-10-28;27;2001;1983;500200;;;0
46743;2021-10-28;27;10015;1983;-1741;;46742;0
46744;2021-10-28;27;7;1983;501941;;46742;0
46745;2021-11-01;2;10029;1348;-105000;Miete ;;0
46746;2021-11-01;2;11108;1348;-9000;Nebenkostenvorauszahlung;;0
46747;2021-11-01;43;11103;1234;-63584;;;0
46748;2021-11-01;11;10050;1144;-52990;EREF+0408418900000017082675100000002 MREF+0001747993 CRED+DE54DBK00000054093 SVWZ+4084189.0 KRANKEN 4 36,95  ;;0
46749;2021-11-01;2;10050;837;-42521;LASTSCHRIFT / BELASTUNG KV326248202   01.01.2019 -  31.01.20 19 409,66 END-TO-END-REF.: 269190101R000501KV326248202 CORE / MANDATSREF.: MDEM161856760343 GLÄUBIGER-ID: DE95ZZZ00000012130 Ref. GR21836172318309/9056 ;;0
46750;2021-11-02;11;11076;1707;-4200;;;0
46751;2021-11-02;2;10022;1984;390;Verkauf Hörbuch blaue Wunder ;;0
46752;2021-11-04;2;11044;1957;-7590;Reifenwechsel      ;;0
46753;2021-11-04;46;10037;1834;-190;;;0
46754;2021-11-05;46;10028;416;-3284;;;0
46755;2021-11-05;46;10028;554;-3384;;;0
46756;2021-11-09;46;2;122;107258;;;0
46757;2021-11-08;2;11;122;100000;;;0
46758;2021-11-10;2;10031;1842;-10000;Gas;;0
46759;2021-11-12;46;10028;416;-4452;;;0
46760;2021-11-12;46;10028;554;-4701;;;0
46761;2021-11-15;2;10032;1361;-5000;Wasser;;0
46762;2021-11-15;2;11076;1377;-2500;HUNDESTEUER;;0
46763;2021-11-15;2;10035;1791;-6400;Abschlag Strom;;0
46764;2021-11-16;46;10025;254;-2083;Sweats Alex;;0
46765;2021-11-19;46;10028;1956;-10937;;;0
46766;2021-11-19;46;10028;416;-13076;;;0
46767;2021-11-20;46;11049;1973;-14250;Robert Sehnde;;0
46768;2021-11-22;46;10028;557;-5732;;;0
46769;2021-11-23;46;10028;557;-18055;;;0
46770;2021-11-27;46;10025;1987;-2691;;;0
46771;2021-11-26;46;10028;554;-3836;;;0
46772;2021-11-26;46;10028;416;-5517;;;0
46773;2021-11-26;2;11;122;-171000;;;0
46774;2021-11-26;2;11020;249;-3995;;;0
46775;2021-12-01;2;10029;1348;-105000;Miete ;;0
46776;2021-12-01;2;11108;1348;-9000;Nebenkostenvorauszahlung;;0
46777;2021-12-01;43;11103;1234;-63584;;;0
46778;2021-12-01;11;10050;1144;-52990;EREF+0408418900000017082675100000002 MREF+0001747993 CRED+DE54DBK00000054093 SVWZ+4084189.0 KRANKEN 4 36,95  ;;0
46779;2021-12-01;2;10050;837;-42521;LASTSCHRIFT / BELASTUNG KV326248202   01.01.2019 -  31.01.20 19 409,66 END-TO-END-REF.: 269190101R000501KV326248202 CORE / MANDATSREF.: MDEM161856760343 GLÄUBIGER-ID: DE95ZZZ00000012130 Ref. GR21836172318309/9056 ;;0
46780;2021-11-25;2;7;122;500000;;;0
46781;2021-11-26;2;11046;517;-7280; Abo 4025684897 SPIEGEL Gesamtbetrag EUR 72,80 incl. 7,00 MWST EUR 4,76 ;;0
46782;2021-11-27;46;11036;1988;-7435;;;0
46783;2021-11-30;2;11055;1709;10000; Treffen ;;0
46786;2021-11-16;27;2050;1982;-1276500;;;0
46787;2021-11-16;27;2201;1982;-719485;;46786;0
46788;2021-11-16;27;2500;1982;189765;;46786;0
46789;2021-11-16;27;7;1982;-1466265;;46786;0
46790;2021-11-01;27;2050;1983;-408700;;;0
46791;2021-11-01;27;2201;1983;-93374;;46790;0
46792;2021-11-01;27;2500;1983;24991;;46790;0
46793;2021-11-01;27;10015;1983;-1512;;46790;0
46794;2021-11-01;27;7;1983;-432179;;46790;0
46795;2021-11-25;27;2108;1823;78521;;;0
46796;2021-11-25;27;2500;1823;-17604;;46795;0
46797;2021-11-25;27;7;1823;-60917;;46795;0
46798;2021-11-23;27;2050;26;-3591000;;;0
46799;2021-11-23;27;2200;26;1772323;;46798;0
46800;2021-11-23;27;2500;26;-452411;;46798;0
46801;2021-11-23;27;10015;26;-5785;;46798;0
46802;2021-11-23;27;7;26;-3132804;;46798;0
46803;2021-1;27;2001;26;4780000;;;0
46804;2021-11-24;27;10015;26;-5785;;46803;0
46805;2021-11-24;27;7;26;4785785;;46803;0
46806;2021-12-01;19;7;122;-1652981;;;0
46807;2021-12-03;46;10028;557;-1900;;;0
46808;2021-12-03;46;10028;416;-2195;;;0
46809;2021-12-04;46;11044;1989;-12300;Tuev;;0
46810;2021-12-02;11;10025;1899;-1900;;;0
46811;2021-12-02;11;10028;218;-1693;;;0
46812;2021-12-02;11;10028;350;-7697;;;0
46820;2021-12-05;46;10025;254;-8446;Stiefel Alex;;0
46821;2021-12-08;46;2;122;99623;;;0
46822;2021-12-07;2;11;122;100000;;;0
46823;2021-12-06;11;11062;1991;-15750;Ulli Zahnarzt ;;0
46826;2021-12-09;46;10028;416;-4139;;;0
46827;2021-12-09;46;10028;557;-8130;;;0
46828;2021-12-10;2;10031;1842;-10000;Gas;;0
46829;2021-12-09;11;10023;0;-2450;Susi;;0
46830;2021-12-09;11;19;122;5000;;;0
46831;2021-12-09;2;11076;1859;-4905; Bitiba Re. 225903757 ;;0
46832;2021-12-10;11;11065;1954;-5258;;;0
46833;2021-12-10;11;19;122;6266;;;0
46834;2021-12-11;27;2050;18;-140160;;;0
46835;2021-12-11;27;2201;18;-103297;;46834;0
46836;2021-12-11;27;10015;18;-990;;46834;0
46837;2021-12-11;27;7;18;-139170;;46834;0
46838;2021-12-16;46;10025;1987;-3362;;;0
46840;2021-12-15;2;10035;1791;-6400;Abschlag Strom;;0
46841;2021-12-16;46;10028;554;-8089;;;0
46842;2021-12-16;46;10028;416;-11887;;;0
46843;2021-12-16;11;19;122;30000;;;0
46844;2021-12-16;11;10009;160;-35000;;;0
46845;2021-12-17;46;10028;557;-1780;;;0
46846;2021-12-17;46;10028;416;-2502;;;0
46847;2021-12-17;46;10028;557;-5300;;;0
46848;2021-12-17;11;11063;1144;204379;Erstattung ;;0
46849;2021-12-18;27;2108;1719;247887;;;0
46850;2021-12-18;27;2500;1719;-45765;;46849;0
46851;2021-12-18;27;7;1719;-202122;;46849;0
46852;2021-12-21;2;11042;124;-31600;Kfz-Steuer OH-UC 261;;0
46853;2021-12-21;2;11105;244;-5250;ÜBERTRAG/ÜBERWEISUNG       391806560 53,46;;0
46854;2021-12-21;2;11062;1875;-102514; Rg.Nr.006312/22243 v,30.11.21 ;;0
46855;2021-12-22;46;10028;1956;-707;;;0
46856;2021-12-22;46;10028;416;-3381;;;0
46857;2021-12-22;46;10028;1956;-4911;;;0
46858;2021-12-22;2;11;122;100000;;;0
46859;2021-12-23;46;11061;1861;-12000;;;0
46860;2021-12-27;2;11;122;-171000;;;0
46861;2021-12-27;11;10028;350;-6016;;;0
46862;2021-12-29;46;10037;1834;-190;Versand CD macho Man;;0
46863;2021-12-27;2;10022;1993;500; Verkauf Hörbuch Mach Man ;;0
46864;2021-12-28;2;11020;1994;4400; Aklamio Gutschrift fuer gerwalex - Anteil Werbung Zu Vodafone durch Robert;;0
46865;2021-12-29;11;7;122;-100000;;;0
46866;2021-12-30;2;10022;1995;3000; Verkauf Rosnstolz , SpielMensch a. Birg it Ebay kl. ;;0
46867;2022-01-01;46;10037;1834;-220;Versand Rosenstolz etc.;;0
46868;2022-01-03;46;10022;1987;-9996;Bestellung fuer Ilona;;0
46870;2022-01-03;2;10029;1348;-105000;Miete ;;0
46871;2022-01-03;2;11108;1348;-9000;Nebenkostenvorauszahlung;;0
46873;2022-01-01;43;11103;1234;-63584;;;0
46874;2022-01-01;11;10050;1144;-53330;EREF+0408418900000017082675100000002 MREF+0001747993 CRED+DE54DBK00000054093 SVWZ+4084189.0 KRANKEN 4 36,95  ;;0
46877;2022-01-03;2;7;122;252887;IBAN: DE65200411550283404240 BLZ/BIC: COBADEHD055  ;;0
46878;2022-01-03;2;11043;1733;-33646; HUK-COBURG-Allgemeine, KRAFTFAHRT-V ERSICHERUNG 625/530635-G, OH-UC 261 ;;0
46879;2022-01-03;2;10050;837;-42861; KV326248202 01.01.2022 - 31.01.20 22 428,61 ;;0
46880;2022-01-03;11;11065;1607;-6999;;;0
46881;2021-12-31;19;2107;1472;1;Zinsen 2021;;0
46882;2022-01-06;46;10028;554;-3655;;;0
46883;2022-01-06;46;10028;416;-4839;;;0
46884;2022-01-05;11;11076;566;-7296;;;0
46885;2022-01-06;2;11;122;90000;;;0
46886;2022-01-05;7;19;122;-149840;;;0
46887;2022-01-10;2;46;122;-91439;;;0
46889;2022-01-06;2;11065;1830;10000; TABLETTEN ;;0
46890;2022-01-06;2;11020;249;-1840; Festnetz Vertragskonto 5619682757 RG 7810704068/21.12.2021 ;;0
46891;2022-01-07;2;11062;1996;-28936; Rg.-Nr.20-4431-002670 v.8.12.21 Ulli;;0
46892;2022-01-10;2;10031;1842;-10000;Gas;;0
46893;2022-01-10;11;10028;557;-4882;;;0
46894;2022-01-10;11;11065;0;-2012;;;0
46895;2022-01-13;46;10028;554;-3633;;;0
46896;2022-01-13;46;10028;416;-5539;;;0
46897;2022-01-13;46;11076;1997;-5968;;;0
46899;2022-01-17;2;10035;1791;-6400;Abschlag Strom;;0
46900;2022-01-13;11;10025;1899;-1900;;;0
46901;2022-01-14;11;11065;1998;-9650;Einlagen Ulli;;0
46902;2022-01-14;11;19;122;7313;;;0
46903;2022-01-14;11;11065;0;-1743;;;0
46904;2022-01-17;11;10028;350;-3988;;;0
46905;2022-01-17;11;11065;0;-1743;;;0
46906;2022-01-17;11;19;122;10000;;;0
46907;2022-01-17;2;10022;1999;1500; Andreas Bethke Ebay kleinanzeigen ;;0
46908;2022-01-21;46;10028;1956;-4520;;;0
46909;2022-01-21;46;10028;1956;-7069;;;0
46910;2022-01-21;46;10028;416;-7097;;;0
46911;2022-01-21;2;11020;565;-777;;;0
46912;2022-01-22;46;10028;554;-1812;;;0
46913;2022-01-26;2;11;122;-171000;;;0
46914;2022-01-26;2;7;122;500000;;;0
46915;2022-01-26;46;1000;1987;-8339;;;0
46916;2022-01-27;46;10036;1987;-2037;Wasserhahn Bad;;0
46917;2022-01-24;46;11076;1987;-2990;Hundebuch;46915;0
46918;2022-01-24;46;11055;1987;-5349;Turnmatte;46915;0
46919;2022-01-28;46;11036;1516;-8415;;;0
46921;2022-01-28;46;10028;554;-2536;;;0
46922;2022-01-28;46;11065;1987;-3161;Ulli Handmanschette;;0
46923;2022-01-28;46;10028;416;-7688;;;0
46924;2022-01-28;46;11019;565;-1500;;;0
46925;2022-01-26;11;11063;1144;40606;;;0
46926;2022-01-28;11;11063;1144;26042;;;0
46927;2022-01-31;2;10032;1361;-1431; Restforderung 2021 KD 112389 Alexan der Winkler Im Apfelgarten 24 23747 Dahme ;;0
46928;2022-01-31;11;10028;350;-8881;;;0
46929;2022-01-31;46;10036;2000;-1035;Tauchrohr;;0
46930;2022-02-01;2;10029;1348;-105000;Miete ;;0
46931;2022-02-01;2;11108;1348;-9000;Nebenkostenvorauszahlung;;0
